time,latitude,longitude,mag,net,place
2018-02-03T11:35:47.677Z,38.3957,-118.9013,0.6,nn,"28km WSW of Hawthorne, Nevada"
2018-02-03T11:33:12.788Z,62.369,-149.185,1.5,ak,"41km NE of Y, Alaska"
2018-02-03T11:24:39.300Z,37.6355,-118.9358333,0.36,nc,"4km E of Mammoth Lakes, CA"
2018-02-03T11:23:57.350Z,37.6358333,-118.9363333,0.36,nc,"4km E of Mammoth Lakes, CA"
2018-02-03T11:17:15.210Z,33.4905,-116.7913333,0.36,ci,"9km NE of Aguanga, CA"
2018-02-03T11:15:16.923Z,63.6252,-149.1731,1.2,ak,"27km SSW of Healy, Alaska"
2018-02-03T11:12:27.390Z,37.6365,-118.937,0.34,nc,"4km E of Mammoth Lakes, CA"
2018-02-03T11:04:00.890Z,33.1611667,-115.6541667,1.33,ci,"14km WNW of Calipatria, CA"
2018-02-03T10:58:52.900Z,37.6363333,-118.9343333,0.86,nc,"4km E of Mammoth Lakes, CA"
2018-02-03T10:55:29.449Z,61.182,-151.9339,0.6,ak,"64km NNW of Nikiski, Alaska"
2018-02-03T10:52:39.355Z,39.3883,-119.7524,0.1,nn,"12km NW of Virginia City, Nevada"
2018-02-03T10:51:48.138Z,39.7482,-120.3196,-0.1,nn,"14km ESE of Portola, California"
2018-02-03T10:50:24.732Z,39.9632,-120.878,0.8,nn,"3km NNE of East Quincy, California"
2018-02-03T10:45:57.650Z,37.635,-118.9348333,0.71,nc,"4km E of Mammoth Lakes, CA"
2018-02-03T10:45:36.750Z,37.6368332,-118.9398346,1,nc,"3km E of Mammoth Lakes, CA"
2018-02-03T10:44:52.060Z,37.633,-118.934,2.2,nc,"4km E of Mammoth Lakes, CA"
2018-02-03T10:43:08.880Z,37.6348333,-118.9366667,1.14,nc,"4km E of Mammoth Lakes, CA"
2018-02-03T10:42:00.119Z,64.5138,-148.8929,1,ak,"12km SE of North Nenana, Alaska"
2018-02-03T10:32:30.190Z,19.2883,-64.5673,3.44,pr,"96km N of Road Town, British Virgin Islands"
2018-02-03T10:28:59.885Z,38.4676,-118.6069,-0.1,nn,"6km SSE of Hawthorne, Nevada"
2018-02-03T10:27:25.120Z,37.7425003,-122.1466675,1.6,nc,"2km NNE of San Leandro, CA"
2018-02-03T10:26:29.730Z,36.0355,-117.8793333,1.74,ci,"6km E of Coso Junction, CA"
2018-02-03T10:24:07.440Z,33.3018333,-116.2013333,1.03,ci,"17km ENE of Borrego Springs, CA"
2018-02-03T10:15:13.324Z,37.2158,-117.4948,0.1,nn,"59km SSW of Goldfield, Nevada"
2018-02-03T10:05:27.700Z,38.2268,-118.7117,0,nn,"33km SSW of Hawthorne, Nevada"
2018-02-03T09:58:58.034Z,39.3859,-119.7483,0.2,nn,"12km NW of Virginia City, Nevada"
2018-02-03T09:56:37.540Z,33.177,-115.6308333,1.54,ci,"12km WNW of Calipatria, CA"
2018-02-03T09:55:40.300Z,33.0488333,-116.4193333,0.27,ci,"17km E of Julian, CA"
2018-02-03T09:54:17.591Z,63.7136,-149.1603,1.4,ak,"18km SSW of Healy, Alaska"
2018-02-03T09:51:06.880Z,51.7976,-176.8953,3.4,ak,"18km WSW of Adak, Alaska"
2018-02-03T09:50:48.448Z,51.8429,-176.9172,3.4,ak,"18km WSW of Adak, Alaska"
2018-02-03T09:39:58.710Z,38.8041649,-122.7373352,0.88,nc,"2km SSW of Cobb, CA"
2018-02-03T09:37:09.350Z,44.7283333,-110.8091667,1.61,uu,"24km ENE of West Yellowstone, Montana"
2018-02-03T09:35:03.999Z,66.2613,-157.6068,3,ak,"78km SSW of Kobuk, Alaska"
2018-02-03T09:34:55.300Z,33.6943333,-116.8008333,0.59,ci,"9km SW of Idyllwild, CA"
2018-02-03T09:20:53.820Z,33.597,-116.7103333,0.6,ci,"6km NW of Anza, CA"
2018-02-03T09:20:31.840Z,34.1786667,-116.8201667,1.18,ci,"9km SSE of Big Bear City, CA"
2018-02-03T09:13:36.940Z,55.971,-149.8148,4.2,us,"256km SE of Kodiak, Alaska"
2018-02-03T09:09:44.500Z,33.4788333,-116.7873333,1.7,ci,"8km ENE of Aguanga, CA"
2018-02-03T09:09:43.760Z,61.457,-149.6899,1.5,ak,"7km SW of Knik-Fairview, Alaska"
2018-02-03T08:45:16.900Z,33.163,-115.6495,1.61,ci,"13km WNW of Calipatria, CA"
2018-02-03T08:44:25.960Z,38.8068352,-122.8054962,0.61,nc,"5km NW of The Geysers, CA"
2018-02-03T08:38:43.950Z,33.499,-116.7868333,0.26,ci,"10km NE of Aguanga, CA"
2018-02-03T08:13:18.250Z,33.509,-116.796,0.71,ci,"10km NE of Aguanga, CA"
2018-02-03T08:12:24.988Z,36.9503,-117.8619,0.6,nn,"42km NNE of Lone Pine, California"
2018-02-03T08:02:10.670Z,56.4877,-147.8505,3.6,us,Gulf of Alaska
2018-02-03T07:58:36.582Z,39.4067,-119.7433,-0.3,nn,"13km NW of Virginia City, Nevada"
2018-02-03T07:43:27.158Z,60.4852,-152.0181,1.9,ak,"39km E of Redoubt Volcano, Alaska"
2018-02-03T07:37:27.580Z,33.6733333,-116.732,-0.06,ci,"8km S of Idyllwild, CA"
2018-02-03T07:32:51.671Z,63.2496,-148.799,1.4,ak,"17km SSE of Cantwell, Alaska"
2018-02-03T07:31:00.560Z,40.6875,-122.3431667,2.04,nc,"2km ENE of Shasta Lake, CA"
2018-02-03T07:29:09.112Z,37.044,-117.8065,0.4,nn,"44km ESE of Big Pine, California"
2018-02-03T07:28:31.100Z,33.4968333,-116.7965,0.13,ci,"9km NE of Aguanga, CA"
2018-02-03T07:28:10.540Z,37.573,-118.8398333,0.54,nc,"14km W of Toms Place, CA"
2018-02-03T07:25:28.020Z,37.662,-118.8943333,0.12,nc,"8km ENE of Mammoth Lakes, CA"
2018-02-03T07:23:42.300Z,33.495,-116.7998333,-0.05,ci,"8km NE of Aguanga, CA"
2018-02-03T07:19:23.180Z,61.182,-139.8331,3.1,us,"134km WNW of Haines Junction, Canada"
2018-02-03T07:15:54.850Z,33.489,-116.422,0.71,ci,"22km SSW of La Quinta, CA"
2018-02-03T07:10:25.880Z,33.4831667,-116.7815,-0.09,ci,"9km ENE of Aguanga, CA"
2018-02-03T07:05:30.910Z,19.1671667,-155.2666667,2.06,hv,"22km E of Pahala, Hawaii"
2018-02-03T06:57:37.791Z,38.0597,-118.8901,0.6,nn,"36km SE of Bridgeport, California"
2018-02-03T06:56:47.510Z,18.95,-65.307,2.88,pr,"71km N of Culebra, Puerto Rico"
2018-02-03T06:50:41.220Z,37.6575,-118.8996667,0.86,nc,"7km ENE of Mammoth Lakes, CA"
2018-02-03T06:30:49.460Z,38.064,-118.8811667,1.71,nc,"20km SE of Bodie, CA"
2018-02-03T06:27:05.530Z,82.7623,-7.3229,4.2,us,"195km NE of Nord, Greenland"
2018-02-03T06:12:15.157Z,39.3785,-119.7511,1.5,nn,"11km NW of Virginia City, Nevada"
2018-02-03T06:05:42.919Z,38.3902,-118.3563,-0.3,nn,"27km ESE of Hawthorne, Nevada"
2018-02-03T05:57:31.680Z,34.1398333,-117.8551667,0.62,ci,"1km ENE of Glendora, CA"
2018-02-03T05:50:47.910Z,36.5929985,-121.1386642,1.45,nc,"7km N of Pinnacles, CA"
2018-02-03T05:22:55.190Z,38.8256683,-122.8551636,1.03,nc,"10km WNW of The Geysers, CA"
2018-02-03T05:17:43.470Z,36.0423333,-117.8583333,1.07,ci,"8km E of Coso Junction, CA"
2018-02-03T05:12:18.750Z,33.4906667,-116.7896667,0.88,ci,"9km NE of Aguanga, CA"
2018-02-03T05:09:52.124Z,39.4824,-119.9921,0.2,nn,"3km S of Verdi, Nevada"
2018-02-03T04:52:29.820Z,33.492,-116.7925,0.93,ci,"9km NE of Aguanga, CA"
2018-02-03T04:47:37.260Z,33.9268333,-116.6006667,0.96,ci,"6km WNW of Garnet, CA"
2018-02-03T04:45:04.800Z,33.4956667,-116.7895,0.16,ci,"9km NE of Aguanga, CA"
2018-02-03T04:44:41.420Z,-6.3139,119.5984,4.3,us,"113km SSE of Galesong, Indonesia"
2018-02-03T04:39:00.900Z,55.9404,-149.7292,3.7,us,"262km SE of Kodiak, Alaska"
2018-02-03T04:31:16.220Z,17.961,-68.1046,2.83,pr,"69km SE of Boca de Yuma, Dominican Republic"
2018-02-03T04:30:28.000Z,35.9731667,-117.6546667,0.34,ci,"23km E of Little Lake, CA"
2018-02-03T04:29:28.350Z,-6.827,129.5,4.5,us,"235km WNW of Saumlaki, Indonesia"
2018-02-03T04:20:21.080Z,35.1003333,-118.3018333,1.11,ci,"13km WNW of Mojave, CA"
2018-02-03T04:14:34.170Z,33.227,-116.738,0.85,ci,"3km SE of Lake Henshaw, CA"
2018-02-03T04:12:56.180Z,34.2176667,-117.5105,0.13,ci,"5km SSW of Lytle Creek, CA"
2018-02-03T04:01:02.055Z,37.2797,-115.1345,1.2,nn,"9km SSE of Alamo, Nevada"
2018-02-03T03:49:50.190Z,33.4933333,-116.7958333,0.19,ci,"8km NE of Aguanga, CA"
2018-02-03T03:45:22.180Z,59.8165,-136.6078,2.6,us,"83km WNW of Skagway, Alaska"
2018-02-03T03:43:11.550Z,33.5281667,-116.7163333,-0.34,ci,"5km SW of Anza, CA"
2018-02-03T03:28:08.481Z,61.2401,-147.0063,2.7,ak,"37km WNW of Valdez, Alaska"
2018-02-03T03:12:46.560Z,40.801,-125.4455,4.33,nc,"103km WNW of Ferndale, CA"
2018-02-03T03:01:24.054Z,39.1007,-118.1496,0.7,nn,"32km NW of Gabbs, Nevada"
2018-02-03T02:59:44.860Z,38.8089981,-122.8251648,0.56,nc,"7km WNW of The Geysers, CA"
2018-02-03T02:58:57.707Z,39.1028,-118.1598,1.9,nn,"33km NW of Gabbs, Nevada"
2018-02-03T02:47:39.390Z,46.1945,-122.2016667,-0.8,uw,"36km NNE of Amboy, Washington"
2018-02-03T02:29:52.988Z,37.9868,-118.6908,0.7,nn,"44km NNE of Mammoth Lakes, California"
2018-02-03T02:28:36.070Z,38.8188324,-122.8509979,0.76,nc,"9km WNW of The Geysers, CA"
2018-02-03T02:21:12.020Z,37.4945,-118.3766667,0.39,nc,"12km NNE of Dixon Lane-Meadow Creek, CA"
2018-02-03T02:16:59.500Z,33.4955,-116.7885,0.35,ci,"9km NE of Aguanga, CA"
2018-02-03T02:11:13.117Z,62.8943,-150.3096,1.4,ak,"64km N of Talkeetna, Alaska"
2018-02-03T02:07:14.330Z,37.4936667,-118.3716667,1.55,nc,"12km NNE of Dixon Lane-Meadow Creek, CA"
2018-02-03T02:01:37.300Z,38.8624992,-122.8379974,0.98,nc,"11km WNW of Cobb, CA"
2018-02-03T01:55:14.846Z,37.2073,-117.4485,0.2,nn,"58km SSW of Goldfield, Nevada"
2018-02-03T01:53:04.540Z,46.0968333,-111.441,1.86,mb,"24km NNE of Three Forks, Montana"
2018-02-03T01:50:53.430Z,32.8955,-115.5188333,2.47,ci,"7km NE of Imperial, CA"
2018-02-03T01:49:56.110Z,33.4851667,-116.7848333,1,ci,"9km ENE of Aguanga, CA"
2018-02-03T01:43:17.360Z,19.3453,-67.8748,2.96,pr,"76km NNE of Punta Cana, Dominican Republic"
2018-02-03T01:41:57.400Z,55.884,-149.3842,3.8,us,"281km SE of Kodiak, Alaska"
2018-02-03T01:37:37.380Z,46.3341667,-122.2363333,0.38,uw,"25km S of Morton, Washington"
2018-02-03T01:26:47.680Z,19.3018333,-155.4888333,2.13,hv,"10km N of Pahala, Hawaii"
2018-02-03T01:22:30.655Z,38.601,-118.2061,-0.1,nn,"37km ENE of Hawthorne, Nevada"
2018-02-03T01:18:15.070Z,19.3028336,-155.5005035,1.78,hv,"11km N of Pahala, Hawaii"
2018-02-03T01:09:26.990Z,17.911,-66.9251,1.85,pr,"6km SSW of Guanica, Puerto Rico"
2018-02-03T01:08:42.229Z,57.9952,-153.6673,2.4,ak,"53km NNE of Larsen Bay, Alaska"
2018-02-03T01:08:04.330Z,34.0285,-117.2303333,0.88,ci,"4km SE of Loma Linda, CA"
2018-02-03T01:06:06.550Z,46.1263333,-122.5508333,1,uw,"25km NNW of Amboy, Washington"
2018-02-03T01:05:37.940Z,47.3936667,-117.9383333,2.26,uw,"27km SW of Medical Lake, Washington"
2018-02-03T01:02:32.600Z,13.734,-89.0298,4.4,us,"6km SSW of Tecoluca, El Salvador"
2018-02-03T01:00:41.170Z,35.9516667,-118.2953333,1.81,ci,"25km NNE of Kernville, CA"
2018-02-03T00:55:23.210Z,46.4436667,-122.2398333,0.02,uw,"13km SSE of Morton, Washington"
2018-02-03T00:53:45.890Z,38.8221664,-122.8454971,0.73,nc,"9km WNW of The Geysers, CA"
2018-02-03T00:51:42.100Z,33.4921667,-116.7881667,0.74,ci,"9km NE of Aguanga, CA"
2018-02-03T00:34:47.310Z,32.8998333,-115.523,2.18,ci,"7km NE of Imperial, CA"
2018-02-03T00:32:47.150Z,46.8878333,-112.509,0.4,mb,"15km ESE of Lincoln, Montana"
2018-02-03T00:21:57.480Z,18.253,-68.1486,2.9,pr,"51km ESE of Boca de Yuma, Dominican Republic"
2018-02-02T23:57:20.230Z,33.5021667,-116.7853333,0.36,ci,"10km NE of Aguanga, CA"
2018-02-02T23:50:58.220Z,38.7926667,-122.7585,2.01,nc,"2km N of The Geysers, CA"
2018-02-02T23:50:49.370Z,37.5185,-118.539,2.57,nc,"13km NNE of Round Valley, CA"
2018-02-02T23:49:34.340Z,18.6545,-66.9456,2.54,pr,"18km NNE of Isabela, Puerto Rico"
2018-02-02T23:35:49.240Z,34.0146667,-116.3238333,0.83,ci,"13km S of Joshua Tree, CA"
2018-02-02T23:35:26.444Z,36.8654,-115.6313,0.7,nn,"69km SW of Alamo, Nevada"
2018-02-02T23:31:36.200Z,49.2461667,-120.6788333,2.25,uw,"26km SSW of Princeton, Canada"
2018-02-02T23:30:37.255Z,61.1078,-152.6144,1.6,ak,"69km N of Redoubt Volcano, Alaska"
2018-02-02T23:30:02.240Z,-41.6706,85.087,5.1,us,Southeast Indian Ridge
2018-02-02T22:58:09.590Z,38.8429985,-122.87883,0.99,nc,"13km ENE of Cloverdale, CA"
2018-02-02T22:58:09.525Z,51.5533,-177.8828,2.4,ak,"40km SSE of Tanaga Volcano, Alaska"
2018-02-02T22:57:22.103Z,62.8683,-150.8773,2.2,ak,"70km NNW of Talkeetna, Alaska"
2018-02-02T22:52:20.110Z,44.2678,-114.601,2.5,us,"39km SW of Challis, Idaho"
2018-02-02T22:42:07.660Z,60.3728,-152.7168,1.5,ak,"12km S of Redoubt Volcano, Alaska"
2018-02-02T22:37:48.480Z,38.8300018,-122.7731705,1.44,nc,"4km WNW of Cobb, CA"
2018-02-02T22:31:06.630Z,33.8768333,-117.5061667,0.96,ci,"1km E of Home Gardens, CA"
2018-02-02T22:29:10.810Z,33.9755,-116.9005,0.62,ci,"6km NNW of Banning, CA"
2018-02-02T22:27:19.990Z,36.0245,-117.7753333,0.31,ci,"15km NE of Little Lake, CA"
2018-02-02T22:25:55.370Z,-7.5723,128.7954,4.4,us,"281km W of Saumlaki, Indonesia"
2018-02-02T22:25:16.959Z,65.2263,-150.9583,1.3,ak,"29km NNW of Manley Hot Springs, Alaska"
2018-02-02T22:25:07.165Z,60.8152,-141.1834,2.1,ak,"108km NE of Cape Yakataga, Alaska"
2018-02-02T22:24:11.002Z,56.5172,-149.3091,3.3,ak,"235km SE of Kodiak, Alaska"
2018-02-02T22:22:46.135Z,39.3028,-119.9691,-0.1,nn,"5km N of Incline Village, Nevada"
2018-02-02T22:22:23.437Z,39.2515,-115.027,1.5,nn,"11km W of Ely, Nevada"
2018-02-02T22:21:50.160Z,36.0055,-117.7906667,0.48,ci,"13km NE of Little Lake, CA"
2018-02-02T22:19:14.630Z,33.4878333,-116.7886667,0.35,ci,"9km NE of Aguanga, CA"
2018-02-02T22:18:24.949Z,39.3205,-119.9646,0.3,nn,"7km N of Incline Village, Nevada"
2018-02-02T22:18:02.180Z,18.82,-67.4291,2.9,pr,"57km NW of Aguadilla, Puerto Rico"
2018-02-02T22:14:09.390Z,19.097,-66.5343,2.93,pr,"70km N of Tierras Nuevas Poniente, Puerto Rico"
2018-02-02T22:11:25.140Z,19.181,-155.4686667,1.69,hv,"2km SSE of Pahala, Hawaii"
2018-02-02T22:05:06.170Z,19.1745,-155.4663333,1.71,hv,"3km SSE of Pahala, Hawaii"
2018-02-02T22:03:55.830Z,32.642,-115.791,1.23,ci,"21km WNW of Progreso, B.C., MX"
2018-02-02T21:58:26.030Z,18.749,-67.5395,3.14,pr,"64km NW of San Antonio, Puerto Rico"
2018-02-02T21:51:23.840Z,56.2007,-149.8409,2.6,us,"235km SE of Kodiak, Alaska"
2018-02-02T21:42:44.830Z,33.2731667,-116.097,0.87,ci,"13km WSW of Salton City, CA"
2018-02-02T21:40:08.510Z,20.2575,-155.9638333,2.43,hv,"13km W of Hawi, Hawaii"
2018-02-02T21:34:38.113Z,59.1045,-153.146,1.8,ak,"105km SW of Anchor Point, Alaska"
2018-02-02T21:20:31.140Z,46.9916667,-120.4005,1.51,uw,"1km NE of Kittitas, Washington"
2018-02-02T21:16:10.260Z,-8.1536,158.797,5.1,us,"28km WSW of Dadali, Solomon Islands"
2018-02-02T21:11:34.419Z,38.5238,-118.1698,0.4,nn,"39km E of Hawthorne, Nevada"
2018-02-02T21:08:36.980Z,36.1268333,-120.2375,1.55,nc,"11km E of Coalinga, CA"
2018-02-02T21:06:02.380Z,19.835,-155.5808333,1.82,hv,"22km SSE of Waimea, Hawaii"
2018-02-02T21:01:53.040Z,36.1398333,-120.2271667,2.54,nc,"12km E of Coalinga, CA"
2018-02-02T20:57:06.905Z,55.7332,-151.8111,2.7,ak,"231km S of Kodiak, Alaska"
2018-02-02T20:40:44.582Z,55.0805,-159.7367,2.6,ak,"34km NNW of Chernabura Island, Alaska"
2018-02-02T20:40:42.280Z,18.4531,-66.4113,2.89,pr,"2km WNW of Vega Baja, Puerto Rico"
2018-02-02T20:38:08.267Z,56.2994,-149.1589,3,ak,"257km SE of Kodiak, Alaska"
2018-02-02T20:35:21.716Z,38.2702,-117.8737,1,nn,"60km WNW of Tonopah, Nevada"
2018-02-02T20:33:58.670Z,-22.3395,-179.4982,4.8,us,"204km SSW of Ndoi Island, Fiji"
2018-02-02T20:31:30.448Z,53.9596,-164.629,2.1,ak,"77km ESE of Akutan, Alaska"
2018-02-02T20:29:24.427Z,38.5049,-119.4904,1.6,nn,"33km SSW of Smith Valley, Nevada"
2018-02-02T20:28:57.040Z,38.8154984,-122.7981644,0.88,nc,"6km NW of The Geysers, CA"
2018-02-02T20:18:43.920Z,56.5712,-148.5582,3,ak,"269km ESE of Kodiak, Alaska"
2018-02-02T20:11:23.777Z,54.1681,-162.6386,2.7,ak,"91km SE of False Pass, Alaska"
2018-02-02T20:03:59.620Z,46.0048333,-112.454,2.19,mb,"6km E of Butte, Montana"
2018-02-02T19:56:59.630Z,38.8321667,-122.802,1.22,nc,"7km W of Cobb, CA"
2018-02-02T19:55:24.057Z,59.8204,-136.6772,2.2,ak,"86km WNW of Skagway, Alaska"
2018-02-02T19:53:32.790Z,38.8311667,-122.8011667,0.69,nc,"7km W of Cobb, CA"
2018-02-02T19:36:52.820Z,33.5233333,-116.5085,0.68,ci,"16km ESE of Anza, CA"
2018-02-02T19:35:49.490Z,46.258,-122.046,0.61,uw,"37km SSE of Morton, Washington"
2018-02-02T19:19:16.670Z,38.7845,-122.7776667,0.96,nc,"2km WNW of The Geysers, CA"
2018-02-02T19:10:36.730Z,18.1591,-67.0943,2,pr,"4km ENE of Hormigueros, Puerto Rico"
2018-02-02T19:06:24.180Z,38.8003333,-122.7483333,1.63,nc,"3km NNE of The Geysers, CA"
2018-02-02T19:00:57.550Z,33.5103333,-116.7911667,0.28,ci,"10km NE of Aguanga, CA"
2018-02-02T19:00:38.800Z,33.4953333,-116.784,0.12,ci,"10km NE of Aguanga, CA"
2018-02-02T18:57:39.930Z,56.1582,-149.8444,2.9,ak,"239km SE of Kodiak, Alaska"
2018-02-02T18:46:41.820Z,52.8268,-168.5072,2.5,ak,"27km ESE of Nikolski, Alaska"
2018-02-02T18:42:57.331Z,56.1541,-149.5192,3.2,ak,"253km SE of Kodiak, Alaska"
2018-02-02T18:40:22.980Z,36.583,-121.424,1.08,nc,"9km E of Chualar, CA"
2018-02-02T18:37:51.900Z,56.4841,-149.0715,3.4,ak,"248km SE of Kodiak, Alaska"
2018-02-02T18:21:06.330Z,38.8326683,-122.8075027,0.92,nc,"7km W of Cobb, CA"
2018-02-02T18:09:45.620Z,35.7673333,-121.3975,1.82,nc,"23km NW of San Simeon, CA"
2018-02-02T18:09:10.800Z,37.741,-122.5493333,1.79,nc,"4km WNW of San Francisco Zoo, CA"
2018-02-02T18:03:06.661Z,63.0623,-151.0148,1.4,ak,"94km NNW of Talkeetna, Alaska"
2018-02-02T18:01:19.854Z,36.8483,-116.2586,0.3,nn,"45km E of Beatty, Nevada"
2018-02-02T17:56:39.040Z,44.731,-111.1281667,0.19,uu,"7km NNW of West Yellowstone, Montana"
2018-02-02T17:55:51.500Z,33.0478333,-116.4233333,0.98,ci,"17km ESE of Julian, CA"
2018-02-02T17:51:03.178Z,63.7425,-148.4272,1.4,ak,"29km ESE of Healy, Alaska"
2018-02-02T17:41:04.550Z,35.7901667,-121.3451667,2.22,nc,"22km NW of San Simeon, CA"
2018-02-02T17:26:34.880Z,35.7918333,-121.341,2.16,nc,"21km NW of San Simeon, CA"
2018-02-02T17:24:53.005Z,56.4003,-148.9111,3.1,ak,"262km SE of Kodiak, Alaska"
2018-02-02T17:14:12.910Z,33.9953333,-116.8298333,0.8,ci,"9km NNE of Banning, CA"
2018-02-02T17:13:50.280Z,19.2036667,-155.5301666,1.86,hv,"5km W of Pahala, Hawaii"
2018-02-02T17:11:56.040Z,33.4988333,-116.8025,1.42,ci,"8km NE of Aguanga, CA"
2018-02-02T17:06:03.212Z,55.8233,-149.2224,2.9,ak,"292km SE of Kodiak, Alaska"
2018-02-02T17:05:52.730Z,40.4512,-104.6184,2.2,us,"8km ENE of Greeley, Colorado"
2018-02-02T17:01:49.739Z,56.1709,-149.3459,2.9,ak,"259km SE of Kodiak, Alaska"
2018-02-02T16:52:10.880Z,38.8321667,-122.7911667,0.26,nc,"6km W of Cobb, CA"
2018-02-02T16:47:28.240Z,38.8209991,-122.7661667,1.19,nc,"4km W of Cobb, CA"
2018-02-02T16:41:56.630Z,34.2148333,-118.1636667,1.02,ci,"3km NE of La Canada Flintridge, CA"
2018-02-02T16:40:12.290Z,56.2001,-149.2779,2.8,ak,"259km SE of Kodiak, Alaska"
2018-02-02T16:36:56.120Z,19.1886667,-155.2746667,1.82,hv,"21km E of Pahala, Hawaii"
2018-02-02T16:30:01.581Z,60.782,-147.5868,1.8,ak,"59km E of Whittier, Alaska"
2018-02-02T16:22:46.070Z,40.7528333,-111.5478333,1.8,uu,"5km E of Summit Park, Utah"
2018-02-02T16:21:07.508Z,55.6328,-149.1048,2.9,ak,Gulf of Alaska
2018-02-02T16:17:05.906Z,56.5072,-148.6866,3.1,ak,"266km ESE of Kodiak, Alaska"
2018-02-02T16:11:10.676Z,68.4531,-147.2232,1.6,ak,"78km WNW of Arctic Village, Alaska"
2018-02-02T16:02:34.248Z,63.603,-150.7473,0.8,ak,"92km WSW of Healy, Alaska"
2018-02-02T16:01:49.444Z,38.3941,-118.904,0.7,nn,"28km WSW of Hawthorne, Nevada"
2018-02-02T15:59:01.489Z,38.6502,-119.6535,1.1,nn,"27km SSE of Gardnerville Ranchos, Nevada"
2018-02-02T15:52:01.911Z,37.5246,-117.4029,0.2,nn,"25km SW of Goldfield, Nevada"
2018-02-02T15:51:01.340Z,17.939,-67.1001,1.65,pr,"6km SW of La Parguera, Puerto Rico"
2018-02-02T15:50:17.895Z,64.7504,-148.8643,0.5,ak,"22km NNE of North Nenana, Alaska"
2018-02-02T15:49:19.942Z,53.4351,-164.2125,2.5,ak,"129km SE of Akutan, Alaska"
2018-02-02T15:48:18.687Z,57.938,-155.9957,1.8,ak,"92km SSE of King Salmon, Alaska"
2018-02-02T15:45:46.258Z,55.8726,-149.9766,3.3,ak,"259km SE of Kodiak, Alaska"
2018-02-02T15:44:51.310Z,73.0195,5.5733,4.4,us,Greenland Sea
2018-02-02T15:40:32.580Z,37.6876667,-121.615,2.01,nc,"12km SSW of Mountain House, CA"
2018-02-02T15:36:21.669Z,63.023,-151.5197,1,ak,"106km NW of Talkeetna, Alaska"
2018-02-02T15:21:23.540Z,35.7921667,-121.3451667,2.51,nc,"22km NW of San Simeon, CA"
2018-02-02T15:18:13.440Z,61.7311,-150.7661,1.4,ak,"38km W of Willow, Alaska"
2018-02-02T15:12:36.040Z,33.4945,-116.7861667,0.33,ci,"9km NE of Aguanga, CA"
2018-02-02T15:11:55.590Z,36.0816667,-117.667,0.87,ci,"26km E of Coso Junction, CA"
2018-02-02T15:07:34.255Z,56.4686,-149.1773,2.6,ak,"244km SE of Kodiak, Alaska"
2018-02-02T15:03:43.254Z,66.6769,-146.731,1.6,ak,"65km WNW of Fort Yukon, Alaska"
2018-02-02T15:01:49.173Z,60.7246,-151.708,1.2,ak,"23km W of Nikiski, Alaska"
2018-02-02T14:58:15.910Z,33.2135,-116.7473333,0.66,ci,"4km SSE of Lake Henshaw, CA"
2018-02-02T14:57:53.462Z,61.578,-146.6963,1.3,ak,"53km NNW of Valdez, Alaska"
2018-02-02T14:55:43.560Z,37.607,-118.842,0.78,nc,"12km ESE of Mammoth Lakes, CA"
2018-02-02T14:55:41.490Z,19.4811667,-155.4488333,2.08,hv,"22km WNW of Volcano, Hawaii"
2018-02-02T14:54:16.905Z,39.3953,-120.1887,0.8,nn,"7km N of Truckee, California"
2018-02-02T14:52:58.183Z,56.3482,-148.687,3.5,ak,"276km SE of Kodiak, Alaska"
2018-02-02T14:44:26.537Z,65.7507,-150.6835,1,ak,"83km N of Manley Hot Springs, Alaska"
2018-02-02T14:44:24.581Z,63.0913,-151.4438,1.4,ak,"109km NW of Talkeetna, Alaska"
2018-02-02T14:43:31.552Z,56.149,-149.2835,2.6,ak,"263km SE of Kodiak, Alaska"
2018-02-02T14:42:15.100Z,33.2243333,-116.742,1.14,ci,"3km SE of Lake Henshaw, CA"
2018-02-02T14:28:37.279Z,38.4018,-118.918,0.7,nn,"29km WSW of Hawthorne, Nevada"
2018-02-02T14:26:04.600Z,38.8398333,-122.8375,0.33,nc,"10km NW of The Geysers, CA"
2018-02-02T14:11:09.670Z,33.4883333,-116.7998333,1.36,ci,"8km NE of Aguanga, CA"
2018-02-02T14:01:24.820Z,32.6106667,-118.0375,2.32,ci,"37km SE of San Clemente Is. (SE tip), CA"
2018-02-02T13:56:57.297Z,56.2661,-149.2217,2.9,ak,"257km SE of Kodiak, Alaska"
2018-02-02T13:54:27.453Z,56.4468,-148.8577,3,ak,"261km ESE of Kodiak, Alaska"
2018-02-02T13:36:38.268Z,59.931,-139.3897,1.5,ak,"46km NNE of Yakutat, Alaska"
2018-02-02T13:31:42.460Z,33.8831667,-116.6501667,1.37,ci,"10km WSW of Garnet, CA"
2018-02-02T13:31:08.960Z,19.4806667,-155.602,1.14,hv,"27km E of Honaunau-Napoopoo, Hawaii"
2018-02-02T13:25:56.616Z,61.4974,-147.8448,1.2,ak,"60km ESE of Lazy Mountain, Alaska"
2018-02-02T13:24:19.010Z,33.4853333,-116.786,0.25,ci,"9km ENE of Aguanga, CA"
2018-02-02T13:22:35.061Z,63.4935,-147.8544,1.1,ak,"55km ENE of Cantwell, Alaska"
2018-02-02T13:20:38.380Z,39.8463333,-120.6351667,1.63,nc,"6km NNE of Plumas Eureka, CA"
